date,tensorflow,pytorch,keras,scikit-learn,data_dev_library,machine learning,deep learning,big data,data mining,data science,analyse de données,svm,kmeans,xgboost,random forest,neural networks,reinforcement learning,regressions,hugging face,transformers,langchain,ollama,hugging-face,docker,kubernetes,css,javascript,sql,spark,airflow,hadoop,postgresql,hive,java,python,c#,r,c++,matlab,ia générative,chatGPT,llm,gan,rag,prompt,azure,gcp,cloud,ovh,aws,ai act,rgpd,dsa/dma,analyse d'images,analyse/synthèse vocale,nlp non génératif,traitement du signal,maintenance,contrôle qualité,logistique,relation client,prévision de la demande,chatbot,prise de décision,veille,génération de texte,"other nlp (nltk, spacy)",machine learning_roll3,deep learning_roll3,big data_roll3,data mining_roll3,data science_roll3,ia générative_roll3
2019-01-01,0.05737704918032787,0.00819672131147541,0.01639344262295082,0.00819672131147541,0.28688524590163933,0.3237704918032787,0.09836065573770492,0.4918032786885246,0.05327868852459016,0.29098360655737704,0.06557377049180328,0.004098360655737705,0.0,0.004098360655737705,0.004098360655737705,0.036885245901639344,0.00819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.040983606557377046,0.012295081967213115,0.020491803278688523,0.03278688524590164,0.19262295081967212,0.1680327868852459,0.004098360655737705,0.18032786885245902,0.01639344262295082,0.036885245901639344,0.19672131147540983,0.4098360655737705,0.028688524590163935,0.29508196721311475,0.319672131147541,0.045081967213114756,0.0,0.0,0.0,0.00819672131147541,0.0,0.0,0.045081967213114756,0.02459016393442623,0.18032786885245902,0.0,0.05327868852459016,0.0,0.00819672131147541,0.0,0.09836065573770492,0.00819672131147541,0.045081967213114756,0.04918032786885246,0.01639344262295082,0.004098360655737705,0.0,0.03278688524590164,0.0,0.01639344262295082,0.040983606557377046,0.11065573770491803,0.0,0.004098360655737705,,,,,,
2019-02-01,0.03745318352059925,0.011235955056179775,0.03745318352059925,0.02247191011235955,0.34831460674157305,0.3445692883895131,0.11235955056179775,0.47191011235955055,0.056179775280898875,0.24719101123595505,0.08614232209737828,0.0149812734082397,0.0,0.003745318352059925,0.02247191011235955,0.08614232209737828,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0599250936329588,0.026217228464419477,0.03745318352059925,0.026217228464419477,0.21348314606741572,0.1947565543071161,0.003745318352059925,0.23220973782771537,0.0299625468164794,0.07116104868913857,0.1760299625468165,0.40074906367041196,0.033707865168539325,0.20973782771535582,0.299625468164794,0.0599250936329588,0.0,0.0,0.0,0.011235955056179775,0.0,0.0,0.0299625468164794,0.018726591760299626,0.16104868913857678,0.0,0.06367041198501873,0.0,0.00749063670411985,0.0,0.08239700374531835,0.00749063670411985,0.052434456928838954,0.0449438202247191,0.00749063670411985,0.00749063670411985,0.003745318352059925,0.0449438202247191,0.003745318352059925,0.018726591760299626,0.018726591760299626,0.08239700374531835,0.0,0.00749063670411985,,,,,,
2019-03-01,0.08396124865446716,0.024757804090419805,0.04305705059203445,0.03767491926803014,0.35522066738428415,0.43057050592034446,0.21420882669537136,0.4370290635091496,0.0721205597416577,0.32831001076426264,0.1108719052744887,0.017222820236813777,0.0032292787944025836,0.005382131324004306,0.02906350914962325,0.06350914962325081,0.021528525296017224,0.002152852529601722,0.0,0.0,0.0,0.0,0.0,0.07319698600645856,0.030139935414424113,0.04090419806243272,0.062432723358449946,0.2755651237890204,0.1689989235737352,0.0032292787944025836,0.15285252960172227,0.03229278794402583,0.05059203444564048,0.19268030139935413,0.4542518837459634,0.04628632938643703,0.30462863293864373,0.28417653390742736,0.038751345532831,0.0,0.0,0.0,0.005382131324004306,0.0,0.0,0.04413347685683531,0.031216361679224973,0.17545748116254037,0.005382131324004306,0.062432723358449946,0.0,0.007534983853606028,0.0,0.1108719052744887,0.008611410118406888,0.07857911733046287,0.038751345532831,0.02583423035522067,0.008611410118406888,0.0032292787944025836,0.03444564047362755,0.001076426264800861,0.00968783638320775,0.04520990312163617,0.10333692142088267,0.0,0.007534983853606028,36.63034287043788,14.164301099829135,46.69141515190749,6.052634118238224,28.882820951919825,0.0
2019-04-01,0.06170598911070781,0.014519056261343012,0.021778584392014518,0.019963702359346643,0.4482758620689655,0.3248638838475499,0.11796733212341198,0.47368421052631576,0.09437386569872959,0.2631578947368421,0.10163339382940109,0.012704174228675136,0.003629764065335753,0.007259528130671506,0.025408348457350273,0.047186932849364795,0.007259528130671506,0.0,0.0,0.0,0.0,0.0,0.0,0.0780399274047187,0.02722323049001815,0.050816696914700546,0.06533575317604355,0.36116152450090744,0.18330308529945555,0.0,0.18148820326678766,0.034482758620689655,0.05989110707803993,0.16333938294010888,0.35934664246823955,0.045372050816696916,0.2831215970961887,0.2631578947368421,0.038112522686025406,0.0,0.0,0.0,0.0,0.0,0.0,0.02722323049001815,0.029038112522686024,0.16152450090744103,0.0,0.050816696914700546,0.0,0.007259528130671506,0.0,0.06715063520871144,0.003629764065335753,0.05989110707803993,0.047186932849364795,0.019963702359346643,0.0054446460980036296,0.003629764065335753,0.038112522686025406,0.0,0.019963702359346643,0.043557168784029036,0.0925589836660617,0.0,0.0018148820326678765,36.666789271913586,14.817856979352703,46.0874462131672,7.422473357376204,27.95529722456866,0.0
2019-05-01,0.07517899761336516,0.034606205250596656,0.050119331742243436,0.025059665871121718,0.4307875894988067,0.2852028639618138,0.11933174224343675,0.5,0.06921241050119331,0.3054892601431981,0.08711217183770883,0.021479713603818614,0.002386634844868735,0.00477326968973747,0.0405727923627685,0.07875894988066826,0.003579952267303103,0.0,0.0,0.0,0.0,0.0,0.0,0.07040572792362769,0.028639618138424822,0.021479713603818614,0.045346062052505964,0.30787589498806683,0.24343675417661098,0.007159904534606206,0.23389021479713604,0.021479713603818614,0.0513126491646778,0.17064439140811455,0.3436754176610978,0.03699284009546539,0.2350835322195704,0.23627684964200477,0.03341288782816229,0.0,0.0,0.0,0.0,0.0,0.0,0.02386634844868735,0.03341288782816229,0.1575178997613365,0.003579952267303103,0.03579952267303103,0.0,0.02386634844868735,0.002386634844868735,0.06921241050119331,0.015513126491646777,0.045346062052505964,0.028639618138424822,0.03937947494033413,0.0059665871121718375,0.0011933174224343676,0.03579952267303103,0.0,0.014319809069212411,0.025059665871121718,0.09188544152744631,0.0,0.002386634844868735,34.68790845765694,15.050263368740671,47.023775801182175,7.85689453138602,29.89857218814343,0.0
2019-06-01,0.087248322147651,0.020134228187919462,0.02348993288590604,0.007829977628635347,0.37024608501118567,0.319910514541387,0.17337807606263983,0.5234899328859061,0.10067114093959731,0.2986577181208054,0.1185682326621924,0.010067114093959731,0.0011185682326621924,0.0022371364653243847,0.021252796420581657,0.053691275167785234,0.005592841163310962,0.0,0.0,0.0,0.0,0.0,0.0,0.05704697986577181,0.029082774049217,0.07606263982102908,0.09060402684563758,0.27181208053691275,0.18568232662192394,0.006711409395973154,0.20246085011185683,0.030201342281879196,0.07494407158836688,0.17225950782997762,0.3422818791946309,0.040268456375838924,0.2516778523489933,0.3243847874720358,0.04586129753914989,0.0,0.0,0.0,0.0022371364653243847,0.0,0.0,0.03243847874720358,0.02237136465324385,0.17002237136465326,0.0,0.03691275167785235,0.0,0.017897091722595078,0.007829977628635347,0.053691275167785234,0.006711409395973154,0.0436241610738255,0.024608501118568233,0.02348993288590604,0.016778523489932886,0.0022371364653243847,0.040268456375838924,0.0022371364653243847,0.010067114093959731,0.03467561521252797,0.12080536912751678,0.0,0.0044742729306487695,30.999242078358357,13.68923834764962,49.9058047804074,8.808580571317341,28.910162433361524,0.0
2019-07-01,0.08391608391608392,0.03636363636363636,0.03776223776223776,0.01818181818181818,0.3622377622377622,0.35104895104895106,0.16223776223776223,0.45734265734265733,0.0965034965034965,0.35104895104895106,0.1076923076923077,0.013986013986013986,0.002797202797202797,0.0013986013986013986,0.03636363636363636,0.07552447552447553,0.02937062937062937,0.0,0.0,0.0,0.0,0.0,0.0,0.06153846153846154,0.032167832167832165,0.044755244755244755,0.04755244755244755,0.27412587412587414,0.17902097902097902,0.005594405594405594,0.1888111888111888,0.023776223776223775,0.07272727272727272,0.17622377622377622,0.4013986013986014,0.03776223776223776,0.3048951048951049,0.3020979020979021,0.05174825174825175,0.0,0.0,0.0,0.002797202797202797,0.0,0.0,0.039160839160839164,0.01818181818181818,0.15944055944055943,0.0,0.04895104895104895,0.0,0.016783216783216783,0.0,0.0965034965034965,0.008391608391608392,0.043356643356643354,0.03496503496503497,0.019580419580419582,0.016783216783216783,0.0,0.03776223776223776,0.002797202797202797,0.008391608391608392,0.03496503496503497,0.08951048951048951,0.0,0.0013986013986013986,31.8720776517384,15.164919351461295,49.36108634095211,8.879568264809572,31.83986431043182,0.0
2019-08-01,0.060955518945634266,0.02471169686985173,0.042833607907743,0.011532125205930808,0.43492586490939045,0.357495881383855,0.17957166392092258,0.5749588138385503,0.07413509060955518,0.3443163097199341,0.10873146622734761,0.02471169686985173,0.006589785831960461,0.0032948929159802307,0.04118616144975288,0.039538714991762765,0.018121911037891267,0.0,0.0,0.0,0.0,0.0,0.0,0.09060955518945635,0.02800658978583196,0.03459637561779242,0.05271828665568369,0.34102141680395387,0.2471169686985173,0.004942339373970346,0.22240527182866557,0.036243822075782535,0.10049423393739704,0.20098846787479407,0.4200988467874794,0.044481054365733116,0.2586490939044481,0.2751235584843493,0.032948929159802305,0.0,0.0,0.0,0.006589785831960461,0.0,0.0,0.039538714991762765,0.02471169686985173,0.2026359143327842,0.0016474464579901153,0.05930807248764415,0.0,0.018121911037891267,0.0,0.047775947281713346,0.0016474464579901153,0.07742998352553541,0.029654036243822075,0.026359143327841845,0.016474464579901153,0.0,0.03789126853377265,0.0016474464579901153,0.004942339373970346,0.05271828665568369,0.15650741350906094,0.0,0.0016474464579901153,34.28184489913977,17.17291674071082,51.85971346890379,9.043657601754967,33.13409929632302,0.0
2019-09-01,0.06900878293601004,0.026348808030112924,0.01756587202007528,0.020075282308657464,0.40526976160602257,0.34880803011292344,0.19698870765370138,0.493099121706399,0.060225846925972396,0.3613550815558344,0.12045169385194479,0.018820577164366373,0.010037641154328732,0.0012547051442910915,0.04015056461731493,0.06148055207026349,0.02258469259723965,0.002509410288582183,0.0,0.0,0.0,0.0,0.0,0.06398996235884567,0.03262233375156838,0.03513174404015056,0.060225846925972396,0.3111668757841907,0.20451693851944794,0.0037641154328732747,0.18946047678795483,0.033877038895859475,0.07904642409033877,0.17314930991217065,0.44165621079046424,0.04265997490589712,0.2973651191969887,0.342534504391468,0.05897114178168131,0.0,0.0,0.0,0.005018820577164366,0.0,0.0,0.06524466750313676,0.02132998745294856,0.20828105395232122,0.002509410288582183,0.0740276035131744,0.0,0.00878293601003764,0.0,0.09661229611041405,0.0037641154328732747,0.06148055207026349,0.0451693851944793,0.028858218318695106,0.01756587202007528,0.0,0.05520702634880803,0.0,0.010037641154328732,0.01756587202007528,0.11166875784190715,0.0,0.0012547051442910915,35.245095418190985,17.959937793746207,50.846686429586896,7.695481134634136,35.224011410823984,0.0
2019-10-01,0.07218683651804671,0.03680113234253362,0.03043170559094126,0.036093418259023353,0.4019815994338287,0.37791932059447986,0.1740976645435244,0.4996461429582449,0.05803255484784147,0.4062278839348903,0.1408351026185421,0.009907997169143666,0.006369426751592357,0.003538570417551309,0.02689313517338995,0.060155697098372256,0.019815994338287332,0.0007077140835102619,0.0,0.0014154281670205238,0.0,0.0,0.0014154281670205238,0.06086341118188252,0.025477707006369428,0.029723991507430998,0.04883227176220807,0.2802547770700637,0.23708421797593773,0.003538570417551309,0.21797593772116064,0.020523708421797595,0.08492569002123142,0.21656050955414013,0.47629157820240625,0.03184713375796178,0.24416135881104034,0.31422505307855625,0.059447983014861996,0.0,0.0,0.0,0.009200283085633405,0.0,0.0,0.05024769992922859,0.02335456475583864,0.20169851380042464,0.0014154281670205238,0.06157112526539278,0.0,0.005661712668082095,0.0,0.06440198159943383,0.020523708421797595,0.07006369426751592,0.05449398443029016,0.039631988676574664,0.020523708421797595,0.0,0.060155697098372256,0.0021231422505307855,0.012031139419674451,0.02264685067232838,0.12384996461429583,0.0,0.008492569002123142,36.140774403041945,18.355267870604948,52.25680261677314,6.413116412778969,37.06330917368863,0.0
